axis,score_0100
AM_CLASSIC_10,61.95641309875468
AM_ORGANIZER,100.0
CM_BOX_TO_BOX,93.82985949643852
CM_PROGRESSOR,82.4452350435334
DM_CONTROLLER,12.686941138400943
DM_DEEP_CM,32.622979530158446
DM_DESTROYER,0.0
INSIDE_FORWARD,69.44148105036147
ST_FINISHER,4.8478584918130725
ST_LINK,25.720290972718107
ST_RUNNER,11.568842984151884
WIDE_WINGER,86.77843208939943
