cluster,mapped_role,avg_abs_z,Clearances,Blocks_Total,Interceptions,Tackles_Interceptions,Aerials_Won,Aerials_Won%,PrgP,PrgDist,Pass_Switch,FinalThird_Pass,Carry_PrgDist,Pass_Cmp%
0,CB_DUEL,0.40025349687679784,0.5550449473733531,0.2612860455543886,0.1607751912527537,0.2788276147692473,0.21868228189716238,0.1475625929133973,-0.7037679346929153,-0.6165402189983531,-0.04465760473774631,-0.7265278640926649,-0.6663612894554596,-0.42300837678413233
1,CB_HYBRID,0.42525244072074847,-0.7338390619196199,-0.2976869498773256,-0.427316121835084,-0.43907901488386514,-0.46314844839775027,-0.4089738978848502,0.44767070971771444,0.3141358038157985,-0.17529273490687716,0.3887485647721444,0.48189506428465434,0.5252429163532963
2,CB_BUILDER,0.899924687086684,-0.03249080130351626,-0.18748059453552762,0.7647182177555664,0.23757664387116625,0.6145128150928699,0.7623428356891048,1.7815776631012958,1.8421106564628904,0.8473415647663765,2.103784060858305,1.4777381313153481,0.14742226028824393
