cluster,mapped_role,avg_abs_z,KP,xA,SCA90,PPA,FinalThird_Pass,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Pass_Att,Pass_Switch,PrgP,PrgDist,npxG,Sh/90
0,AM_CLASSIC_10,0.6408629800646232,-0.6081654114268265,-0.6848425167993056,-0.6922100793119399,-0.569457192730706,-0.9191755146601782,-0.6370759744371384,-0.8537159862839099,-0.6184226440074712,0.38828488714678505,-0.9174951751947992,-0.46019062685974577,-0.7438305831039641,-0.8873270661792042,0.2870294779218249,0.34572156490554984
1,AM_ORGANIZER,0.7682792021117175,-0.6332443974650447,1.7894272213143116,0.3585686560424754,0.07909127676815354,1.3459123424146533,0.5564925789537956,0.971285636977155,0.8583279800448502,0.40041878987012147,0.9739053667980935,-0.594064263764398,0.9059244147731067,0.8142901385240394,1.0358020290222356,-0.20743293894332981
2,AM_CLASSIC_10,0.9534295982792487,0.620704904445935,1.1266763986053079,0.49279221712789195,2.372738303044604,0.6953988854718531,-1.0551753307130216,0.03607250646270079,2.2444476993719378,0.9464444124202868,0.6088982446591146,-1.1379259136895512,1.7344039988598445,0.262932939558589,-0.5865384983619887,-0.38029372139610423
3,AM_ORGANIZER,0.7757529911569132,0.7774485671848084,-0.08836677636120045,0.1380585199735745,-0.4679567208782419,0.5165076848125838,1.2134224334375536,0.9245249804514336,-0.5144636650579388,-1.2203239310327518,0.8328798877898524,1.455875801338104,-0.2602506519576822,0.7770556263861139,-1.0857201990955974,-1.3634394215962622
4,AM_ORGANIZER,1.3095238406024288,1.4984694157836216,0.6848425167993045,2.3335724834421923,1.3313698255972501,1.521550975789209,1.257217757069803,1.4121718270768269,1.0182648707364377,-0.847639775958828,1.338912488937073,1.1211917090764696,1.5993258058022237,1.805301000041161,0.2870294779218246,1.5859976790042078
