Player,Squad,fw_post,fw_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,fw_post_score_raw,fw_post_rating_0100,fw_role_score_raw,fw_role_rating_0100,fw_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Chidozie Obi-Martin,manchester utd,ST,ST_FINISHER,400,dk DEN,FW,16.0,2007.0,7,1,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.39,0.39,0.0,0.39,1.11,0.56,6.67,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,FW,0.0,2.78,0.56,20.0,2.73,0.55,0.0,0.0,10.7,0.0,0.0,0.0,0.39,0.39,0.13,-0.39,-0.39,,11.1,13.3,83.3,143.9,27.2,5.56,6.11,90.9,3.89,5.0,77.8,0.56,1.11,50.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.56,,13.3,12.2,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,,1.11,1.09,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.11,0.56,0.0,0.0,1.11,1.11,1.11,100.0,0.0,0.0,0.0,0.0,0.0,1.11,0.56,0.0,,26.1,1.67,3.33,11.7,11.1,5.0,26.1,1.67,0.56,33.3,1.11,66.7,12.2,63.3,27.8,1.11,0.0,0.56,2.78,0.56,16.1,6.67,,0.56,0.0,0.0,1.67,0.56,0.0,0.0,0.0,0.56,0.0,0.0,0.0,5.0,1.11,2.22,33.3,165,LOW_MIN,-0.390664206135158,26.82926829268293,-0.15180403677123636,33.33333333333333,31.707317073170728,41.0,30.0,OK
Harvey Barnes,newcastle utd,NON_ST,INSIDE_FORWARD,424,eng ENG,FW,26.0,1997.0,33,17,1755,19.5,0.46,0.21,0.67,0.46,0.0,0.0,0.0,0.0,0.37,0.37,0.21,0.57,4.77,4.26,9.85,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57,FW,0.46,3.23,1.03,31.7,3.23,1.03,0.14,0.45,15.1,0.0,0.0,0.0,0.37,0.37,0.11,0.09,0.09,,24.3,31.1,78.1,340.6,102.0,15.5,17.8,86.8,7.64,10.5,73.0,0.72,1.33,53.8,0.21,0.21,0.24,0.0,1.33,1.28,2.1,0.46,4.26,,31.1,30.3,0.77,0.15,0.26,0.05,2.41,0.51,0.1,0.0,0.0,0.0,24.3,0.1,0.87,,3.28,3.27,2.26,0.05,0.36,0.31,0.31,0.0,0.46,0.46,0.31,0.0,0.05,0.05,0.05,0.0,,0.82,0.46,0.21,0.31,0.31,0.15,0.56,27.3,0.41,0.41,0.1,0.31,0.31,1.13,0.77,0.05,,41.5,0.87,4.97,13.2,23.7,6.56,41.5,3.28,1.23,37.5,1.69,51.6,28.8,215.2,126.5,4.77,2.46,2.41,1.69,1.18,33.2,9.85,,0.0,0.0,0.0,0.77,1.13,0.26,2.41,0.31,0.46,0.0,0.0,0.0,2.82,0.31,0.77,28.6,1755,OK,0.29476484825876553,77.27272727272727,0.36632697301247164,80.76923076923077,79.79797979797979,44.0,26.0,OK
Jacob Murphy,newcastle utd,NON_ST,WIDE_WINGER,422,eng ENG,FW,29.0,1995.0,35,31,2360,26.2,0.31,0.46,0.76,0.31,0.0,0.0,0.15,0.0,0.22,0.22,0.34,0.56,3.02,3.17,8.82,0.31,0.46,0.76,0.31,0.76,0.22,0.34,0.56,0.22,0.56,FW,0.31,1.64,0.57,34.9,1.64,0.57,0.19,0.53,18.2,0.0,0.0,0.0,0.22,0.22,0.13,0.09,0.09,,26.3,38.3,68.5,397.4,131.2,15.7,18.5,84.9,8.32,12.2,68.1,1.64,4.16,39.4,0.46,0.34,0.24,0.12,1.6,2.21,1.56,0.57,3.17,,38.3,36.0,2.02,0.19,0.19,0.23,4.58,1.22,0.61,0.04,0.0,0.0,26.3,0.31,1.95,,3.13,3.13,2.48,0.19,0.15,0.11,0.11,0.08,0.57,0.57,0.53,0.0,0.0,0.0,0.04,0.0,,1.07,0.73,0.38,0.46,0.23,0.76,1.68,45.5,0.92,1.18,0.0,1.18,0.5,1.56,1.34,0.04,,48.5,1.03,7.18,18.1,23.7,3.51,48.5,2.63,1.34,50.7,1.18,44.9,28.0,168.5,89.3,3.02,1.53,1.03,1.22,1.41,34.8,8.82,,0.15,0.0,0.0,0.42,0.57,0.11,4.58,0.5,0.73,0.04,0.0,0.0,3.74,0.19,0.61,23.8,2360,OK,0.15019200349709239,63.63636363636363,-0.0048376587700694855,55.55555555555556,58.44155844155844,44.0,18.0,OK
Alexander Isak,newcastle utd,ST,ST_LINK,423,se SWE,FW,24.0,1999.0,34,34,2756,30.6,0.75,0.2,0.95,0.62,0.13,0.13,0.03,0.0,0.66,0.56,0.14,0.71,2.71,2.88,7.09,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7,FW,0.75,3.1,1.34,43.2,3.1,1.34,0.2,0.46,14.5,0.1,0.13,0.13,0.66,0.56,0.18,0.09,0.06,,17.0,22.5,75.3,242.9,53.7,10.0,11.9,84.1,5.33,6.76,78.7,0.85,1.37,61.9,0.2,0.14,0.12,0.06,1.34,1.14,1.01,0.03,2.88,,22.5,19.8,2.52,0.0,0.2,0.1,0.52,0.29,0.1,0.0,0.0,0.0,17.0,0.2,0.78,,3.01,3.01,2.29,0.03,0.26,0.29,0.07,0.07,0.46,0.46,0.36,0.0,0.03,0.0,0.03,0.03,,0.39,0.16,0.07,0.1,0.23,0.16,0.49,33.3,0.33,0.59,0.07,0.52,0.1,0.49,0.56,0.03,,33.5,0.65,1.86,12.6,19.5,6.18,33.4,2.97,1.37,46.2,1.54,51.6,20.1,121.7,60.8,2.71,1.37,1.41,2.16,1.8,24.2,7.09,,0.03,0.0,0.0,0.88,0.46,0.65,0.52,0.1,0.16,0.03,0.0,0.0,1.8,0.85,1.8,32.1,2756,OK,1.3170585603678262,100.0,0.46957158335456867,100.0,100.0,41.0,4.0,LOW_SAMPLE
William Osula,newcastle utd,NON_ST,INSIDE_FORWARD,421,dk DEN,FW,20.0,2003.0,14,0,134,1.5,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.13,0.13,0.07,0.2,3.33,2.67,11.3,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21,FW,0.67,2.67,0.67,25.0,2.69,0.67,0.25,1.0,13.5,0.0,0.0,0.0,0.13,0.13,0.04,0.53,0.53,,12.0,19.3,62.1,133.3,45.3,9.33,13.3,70.0,2.0,3.33,60.0,0.0,0.67,0.0,0.0,0.07,0.07,-0.07,1.33,1.33,0.67,0.0,2.67,,19.3,18.0,1.33,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,2.67,2.69,2.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.33,0.0,0.67,0.0,0.67,0.0,1.33,0.0,1.33,0.0,0.0,0.0,2.67,4.0,1.33,0.0,,37.3,0.67,2.67,14.0,21.3,5.33,37.3,4.0,2.0,50.0,2.0,50.0,24.7,168.0,84.0,3.33,0.67,1.33,4.67,4.0,28.0,11.3,,0.0,0.0,0.0,2.67,0.67,0.67,2.67,2.67,0.0,0.0,0.0,0.0,1.33,4.0,1.33,75.0,134,LOW_MIN,-0.3116828495865749,27.27272727272727,-0.2260345574367108,30.76923076923077,29.797979797979796,44.0,26.0,OK
Miguel Almirón,newcastle utd,NON_ST,WIDE_WINGER,425,py PAR,FW,30.0,1994.0,9,1,157,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.18,0.47,1.76,3.53,10.6,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,FW,0.0,3.53,1.18,33.3,3.44,1.15,0.0,0.0,14.2,0.0,0.0,0.0,0.29,0.29,0.09,-0.29,-0.29,,31.8,38.8,81.8,415.9,128.8,22.9,24.7,92.9,7.65,9.41,81.3,0.59,1.76,33.3,0.0,0.18,0.12,-0.18,1.76,1.76,0.59,0.0,3.53,,38.8,37.6,0.59,0.0,0.59,0.0,0.0,0.59,0.0,0.0,0.0,0.0,31.8,0.59,1.18,,4.71,4.59,3.53,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.76,1.18,1.18,0.0,0.59,1.18,1.76,66.7,0.59,1.18,0.0,1.18,0.0,1.76,0.0,0.0,,47.6,0.59,5.88,20.6,21.2,5.29,47.6,1.18,0.59,50.0,0.59,50.0,31.8,167.1,54.7,1.76,1.76,1.18,0.0,1.18,34.7,10.6,,0.0,0.0,0.0,0.59,1.76,1.18,0.0,0.0,1.18,0.0,0.0,0.0,2.35,0.0,1.18,0.0,157,LOW_MIN,-0.4221630581973436,15.909090909090908,-0.3168241298046081,22.22222222222222,19.967532467532468,44.0,18.0,OK
Callum Wilson,newcastle utd,ST,ST_FINISHER,420,eng ENG,FW,32.0,1992.0,18,2,370,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.1,0.1,0.02,0.12,1.22,0.98,4.15,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,FW,0.0,1.46,0.24,16.7,1.46,0.24,0.0,0.0,15.4,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,,9.76,12.9,75.5,122.9,21.7,5.37,6.59,81.5,3.17,3.9,81.3,0.0,0.0,,0.0,0.02,0.02,-0.02,0.73,0.49,0.0,0.0,0.98,,12.9,11.2,1.46,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,9.76,0.24,0.98,,2.44,2.43,1.71,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.49,0.49,0.0,0.24,0.24,0.0,0.49,0.0,0.49,0.49,0.0,0.49,0.24,0.73,0.24,0.0,,23.2,0.24,1.22,13.4,9.27,4.63,23.2,1.71,0.24,14.3,0.98,57.1,11.5,59.3,25.6,1.22,0.98,1.22,3.9,2.93,14.6,4.15,,0.24,0.0,0.0,0.98,0.24,0.73,0.49,0.24,0.49,0.0,0.0,0.0,2.68,0.49,3.9,11.1,370,LOW_MIN,-0.4070277181255924,24.390243902439025,-0.09132371028870692,36.666666666666664,33.59756097560975,41.0,30.0,OK
Chris Wood,nott'ham forest,ST,ST_FINISHER,447,nz NZL,FW,32.0,1991.0,36,35,2959,32.9,0.61,0.09,0.7,0.52,0.09,0.09,0.03,0.0,0.41,0.33,0.08,0.41,0.43,1.28,2.86,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,FW,0.61,1.98,0.97,49.2,1.98,0.97,0.26,0.53,13.5,0.0,0.09,0.09,0.41,0.33,0.17,0.2,0.18,,9.57,14.9,64.3,134.8,30.9,5.65,8.27,68.4,2.67,4.07,65.7,0.58,0.79,73.1,0.09,0.08,0.05,0.01,0.67,0.58,0.36,0.03,1.28,,14.9,14.7,0.0,0.0,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.0,9.57,0.15,0.21,,1.34,1.34,1.09,0.0,0.06,0.12,0.0,0.06,0.15,0.15,0.12,0.0,0.0,0.0,0.0,0.03,,0.18,0.15,0.06,0.06,0.06,0.09,0.33,27.3,0.24,0.36,0.21,0.15,0.15,0.33,0.88,0.03,,23.4,1.22,2.71,11.0,9.79,3.19,23.3,0.4,0.12,30.8,0.24,61.5,11.4,38.9,15.4,0.43,0.33,0.15,2.28,0.85,17.1,2.86,,0.03,0.0,0.0,0.76,0.73,0.85,0.03,0.15,0.15,0.0,0.0,0.0,1.52,2.86,4.35,39.7,2959,OK,0.04132976625629699,43.90243902439025,0.34606597462298566,60.0,55.97560975609756,41.0,30.0,OK
Taiwo Awoniyi,nott'ham forest,ST,ST_FINISHER,448,ng NGA,FW,26.0,1997.0,26,3,416,4.6,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.46,0.46,0.02,0.48,1.3,1.52,4.35,0.22,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,FW,0.22,2.17,0.87,40.0,2.16,0.87,0.1,0.25,12.6,0.0,0.0,0.0,0.46,0.46,0.21,-0.24,-0.24,,13.3,20.9,63.5,153.3,34.1,9.13,12.8,71.2,3.04,5.43,56.0,0.22,1.09,20.0,0.0,0.02,0.02,-0.02,0.43,1.09,0.43,0.0,1.52,,20.9,20.9,0.0,0.0,0.22,0.0,0.43,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.87,,1.96,1.95,1.09,0.0,0.22,0.43,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.22,0.0,0.0,,1.3,0.65,0.0,0.65,0.65,0.87,1.09,80.0,0.22,0.22,0.0,0.22,0.0,1.3,1.52,0.0,,36.3,1.09,3.48,17.0,16.1,4.57,36.3,1.96,0.87,44.4,1.09,55.6,19.6,87.4,39.8,1.3,1.09,0.43,4.13,4.13,24.6,4.35,,0.0,0.0,0.0,1.74,2.17,0.22,0.43,0.0,0.65,0.0,0.0,0.0,3.91,2.83,8.26,25.5,416,LOW_MIN,0.20158201606987813,58.536585365853654,0.5064161199553363,76.66666666666667,72.1341463414634,41.0,30.0,OK
Paul Onuachu,southampton,ST,ST_FINISHER,481,ng NGA,FW,30.0,1994.0,25,11,1050,11.7,0.34,0.09,0.43,0.34,0.0,0.0,0.34,0.0,0.31,0.31,0.04,0.35,0.6,1.11,3.42,0.34,0.09,0.43,0.34,0.43,0.31,0.04,0.35,0.31,0.35,FW,0.34,2.91,1.28,44.1,2.91,1.29,0.12,0.27,10.4,0.0,0.0,0.0,0.31,0.31,0.11,0.03,0.03,,13.7,22.5,60.8,195.9,31.2,7.18,11.5,62.7,3.85,5.98,64.3,1.03,1.62,63.2,0.09,0.04,0.03,0.04,0.68,1.11,0.17,0.0,1.11,,22.5,22.3,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.17,0.68,,0.77,0.77,0.68,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,,0.6,0.17,0.09,0.43,0.09,0.26,0.6,42.9,0.34,0.6,0.17,0.43,0.09,0.68,1.37,0.09,,37.6,1.45,3.85,20.1,13.9,5.73,37.6,2.22,0.68,30.8,1.2,53.8,18.3,73.2,21.2,0.6,0.43,0.17,4.27,3.08,30.6,3.42,,0.34,0.0,0.0,2.39,1.37,0.85,0.0,0.09,0.17,0.0,0.0,0.0,1.62,7.95,5.04,61.2,1050,OK,0.039250117193352876,41.46341463414634,0.3112035498425162,56.666666666666664,52.86585365853659,41.0,30.0,OK
Cameron Archer,southampton,ST,ST_FINISHER,484,eng ENG,FW,23.0,2001.0,35,13,1441,16.0,0.13,0.0,0.13,0.13,0.0,0.06,0.0,0.0,0.36,0.31,0.03,0.34,1.38,0.88,4.13,0.12,0.0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,FW,0.13,1.75,0.63,35.7,1.75,0.62,0.07,0.2,12.8,0.0,0.0,0.06,0.36,0.31,0.18,-0.23,-0.18,,12.8,15.7,81.7,163.3,22.9,8.19,9.44,86.8,3.38,3.69,91.5,0.31,0.56,55.6,0.0,0.03,0.04,-0.03,0.31,0.44,0.44,0.0,0.88,,15.7,14.4,1.19,0.0,0.13,0.0,0.19,0.0,0.0,0.0,0.0,0.0,12.8,0.06,0.5,,1.25,1.25,0.63,0.0,0.25,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.81,0.5,0.5,0.19,0.13,0.13,0.56,22.2,0.44,0.31,0.06,0.25,0.13,0.94,0.69,0.0,,24.9,1.0,4.31,11.2,9.63,3.25,24.8,2.31,0.94,40.5,1.25,54.1,14.1,73.9,35.3,1.38,0.63,0.88,2.5,1.63,17.1,4.13,,0.0,0.0,0.0,1.0,0.81,0.5,0.19,0.13,0.5,0.0,0.0,0.0,2.19,0.56,1.88,23.1,1441,OK,-0.21948284665020956,36.58536585365854,0.06981361697071929,50.0,46.646341463414636,41.0,30.0,OK
Maxwel Cornet,southampton,NON_ST,INSIDE_FORWARD,482,ci CIV,FW,27.0,1996.0,2,1,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.25,0.0,0.25,1.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,FW,0.0,1.25,0.0,0.0,1.25,0.0,0.0,,18.8,0.0,0.0,0.0,0.25,0.25,0.16,-0.25,-0.25,,21.3,27.5,77.3,327.5,46.3,11.3,12.5,90.0,7.5,10.0,75.0,1.25,2.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.5,25.0,2.5,0.0,0.0,0.0,3.75,0.0,2.5,2.5,0.0,0.0,21.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.25,6.25,1.25,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,6.25,2.5,0.0,,42.5,1.25,10.0,17.5,16.3,2.5,42.5,1.25,0.0,0.0,1.25,100.0,20.0,91.3,32.5,1.25,0.0,1.25,3.75,0.0,28.8,6.25,,1.25,0.0,0.0,0.0,1.25,1.25,3.75,0.0,6.25,0.0,0.0,0.0,2.5,3.75,0.0,100.0,72,LOW_MIN,-0.26539955383838093,29.545454545454547,-0.22555850176924622,34.61538461538461,33.207070707070706,44.0,26.0,OK
Ross Stewart,southampton,ST,ST_FINISHER,480,sct SCO,FW,28.0,1996.0,12,4,389,4.3,0.23,0.0,0.23,0.23,0.0,0.0,0.23,0.0,0.26,0.26,0.0,0.26,0.7,0.47,2.33,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25,FW,0.23,2.09,0.47,22.2,2.08,0.46,0.11,0.5,10.8,0.0,0.0,0.0,0.26,0.26,0.12,-0.02,-0.02,,15.6,22.1,70.5,200.2,20.0,7.91,10.5,75.6,5.81,7.44,78.1,0.0,0.23,0.0,0.0,0.0,0.02,0.0,0.0,0.47,0.23,0.0,0.47,,22.1,21.9,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.7,,1.16,1.16,0.23,0.0,0.23,0.47,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.4,0.93,0.23,0.23,0.93,0.7,1.86,37.5,1.16,0.7,0.0,0.7,0.23,1.63,1.63,0.0,,32.6,2.09,5.81,12.8,14.4,3.49,32.6,1.16,0.7,60.0,0.47,40.0,14.9,69.3,18.8,0.7,0.0,0.93,1.63,2.09,23.3,2.33,,0.23,0.0,0.0,1.63,1.63,0.23,0.0,0.23,0.93,0.0,0.0,0.0,1.4,3.02,5.35,36.1,389,LOW_MIN,-0.2263464458608486,31.70731707317073,0.051015264812162744,43.333333333333336,40.426829268292686,41.0,30.0,OK
Ben Brereton,southampton,NON_ST,INSIDE_FORWARD,483,cl CHI,FW,25.0,1999.0,10,4,449,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.18,0.02,0.2,2.4,1.8,8.4,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,FW,0.0,2.2,0.2,9.1,2.2,0.2,0.0,0.0,17.3,0.0,0.0,0.0,0.18,0.18,0.08,-0.18,-0.18,,25.6,33.2,77.1,367.2,76.6,16.6,19.0,87.4,7.2,10.6,67.9,1.4,2.2,63.6,0.0,0.02,0.02,-0.02,0.6,1.8,0.4,0.2,1.8,,33.2,32.6,0.4,0.2,0.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,25.6,0.2,0.6,,1.8,1.8,1.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,0.4,0.0,0.4,0.2,0.2,1.8,11.1,1.6,0.4,0.2,0.2,0.0,0.6,0.8,0.0,,41.2,0.8,3.8,15.2,22.4,4.0,41.2,0.8,0.2,25.0,0.4,50.0,27.2,158.2,78.8,2.4,2.6,0.8,1.8,0.8,34.2,8.4,,0.2,0.0,0.0,0.8,1.6,0.2,1.0,0.0,0.4,0.0,0.0,0.0,3.2,1.8,1.4,56.3,449,LOW_MIN,-0.47738143422515583,13.636363636363635,-0.40968755972431037,23.076923076923077,20.454545454545457,44.0,26.0,OK
Son Heung-min,tottenham,NON_ST,INSIDE_FORWARD,515,kr KOR,FW,32.0,1992.0,30,24,2110,23.4,0.3,0.38,0.68,0.26,0.04,0.09,0.04,0.0,0.31,0.24,0.35,0.59,4.1,4.74,11.3,0.3,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,FW,0.3,2.35,1.03,43.6,2.35,1.02,0.11,0.25,17.0,0.04,0.04,0.09,0.31,0.24,0.11,-0.01,0.01,,31.2,39.5,78.9,441.1,122.5,19.1,21.3,89.8,8.8,10.9,80.5,1.67,3.46,48.1,0.38,0.35,0.22,0.03,2.14,1.71,2.18,0.26,4.74,,39.5,36.5,2.99,0.64,0.17,0.17,3.33,0.51,1.62,1.07,0.21,0.0,31.2,0.09,1.11,,5.0,4.99,3.72,0.34,0.43,0.3,0.21,0.0,0.64,0.64,0.56,0.0,0.0,0.04,0.04,0.0,,0.73,0.38,0.13,0.34,0.26,0.21,1.15,18.5,0.94,0.47,0.0,0.47,0.21,0.94,0.73,0.04,,48.5,0.68,4.91,15.5,28.5,5.21,48.4,3.55,1.24,34.9,1.75,49.4,32.5,210.0,111.7,4.1,2.09,1.88,1.07,1.37,37.1,11.3,,0.04,0.0,0.0,0.26,1.2,0.51,3.33,0.21,0.38,0.04,0.0,0.0,3.63,0.26,0.51,33.3,2110,OK,0.21592034979202923,68.18181818181817,0.3161886065654257,76.92307692307693,74.49494949494951,44.0,26.0,OK
Brennan Johnson,tottenham,NON_ST,INSIDE_FORWARD,514,wls WAL,FW,23.0,2001.0,33,24,2177,24.2,0.45,0.12,0.58,0.45,0.0,0.0,0.21,0.0,0.43,0.43,0.1,0.52,2.48,2.93,8.14,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,FW,0.45,2.23,0.83,37.0,2.23,0.83,0.2,0.55,11.4,0.0,0.0,0.0,0.43,0.43,0.19,0.02,0.02,,18.6,26.4,70.4,245.1,66.6,11.3,14.1,80.4,5.95,7.89,75.4,0.45,1.4,32.4,0.12,0.1,0.08,0.03,0.79,1.03,1.45,0.25,2.93,,26.4,25.8,0.5,0.0,0.0,0.04,2.19,0.5,0.0,0.0,0.0,0.0,18.6,0.08,1.69,,1.9,1.9,1.24,0.0,0.25,0.17,0.21,0.04,0.29,0.29,0.21,0.0,0.04,0.0,0.04,0.0,,1.61,1.07,0.37,0.83,0.41,0.66,1.4,47.1,0.74,1.03,0.12,0.91,0.17,1.78,0.58,0.0,,35.2,0.74,4.05,12.1,19.6,5.17,35.2,1.82,0.79,43.2,0.91,50.0,22.5,121.4,60.3,2.48,0.95,1.45,1.07,0.7,25.9,8.14,,0.21,0.0,0.0,1.12,1.07,0.5,2.19,0.17,1.07,0.08,0.0,0.0,2.6,0.29,0.83,25.9,2177,OK,-0.15266881872472607,40.909090909090914,-0.10752752963768053,50.0,47.474747474747474,44.0,26.0,OK
Dominic Solanke,tottenham,ST,ST_FINISHER,511,eng ENG,FW,26.0,1997.0,27,25,2201,24.5,0.37,0.12,0.49,0.33,0.04,0.04,0.0,0.0,0.44,0.41,0.12,0.53,1.27,1.92,3.59,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,FW,0.37,2.41,0.98,40.7,2.41,0.98,0.14,0.33,12.4,0.0,0.04,0.04,0.44,0.41,0.17,-0.08,-0.09,,10.4,14.7,70.6,140.0,38.5,6.29,8.37,75.1,2.78,3.55,78.2,0.49,0.73,66.7,0.12,0.12,0.05,0.0,0.57,1.14,0.37,0.0,1.92,,14.7,13.1,1.55,0.0,0.12,0.04,0.16,0.08,0.0,0.0,0.0,0.0,10.4,0.08,0.61,,1.51,1.51,1.02,0.0,0.0,0.37,0.08,0.04,0.33,0.33,0.24,0.0,0.0,0.04,0.04,0.0,,0.73,0.45,0.04,0.49,0.2,0.16,0.65,25.0,0.49,0.82,0.37,0.45,0.04,0.78,0.94,0.0,,26.7,1.35,3.02,12.2,11.8,4.57,26.7,2.08,0.69,33.3,1.27,60.8,15.7,86.8,34.6,1.27,0.94,0.57,2.82,2.08,18.7,3.59,,0.0,0.0,0.0,1.47,1.47,0.2,0.16,0.04,0.45,0.0,0.0,0.04,1.55,1.88,2.45,43.4,2201,OK,0.23062664189816098,60.97560975609756,0.5629740420605331,80.0,75.2439024390244,41.0,30.0,OK
