Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Jorge Cuenca,fulham,CB,CB_DUEL,,231,es ESP,DF,24.0,1999.0,8,4,351,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,13.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,37.2,44.4,83.8,636.7,220.0,13.1,14.4,91.1,21.3,23.8,89.2,1.79,5.13,35.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,2.56,,44.4,41.0,3.33,1.03,0.0,0.0,0.26,0.51,0.0,0.0,0.0,0.0,37.2,0.0,0.0,,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.54,0.51,1.28,0.26,0.0,0.77,2.05,37.5,1.28,1.03,1.03,0.0,0.51,2.05,6.67,0.0,,54.9,9.74,34.4,19.0,1.79,0.26,54.9,0.51,0.51,100.0,0.0,0.0,22.8,77.4,35.9,0.0,0.26,0.0,0.51,0.0,34.1,0.0,,0.0,0.0,0.0,0.51,0.51,0.0,0.26,0.51,0.51,0.0,0.0,0.0,2.56,1.54,0.77,66.7,351,LOW_MIN,-0.6020138432609831,15.306122448979592,-0.19414840541053474,26.41509433962264,24.651765468091998,98.0,53.0,OK
Luke Woolfenden,ipswich town,CB,CB_DUEL,,256,eng ENG,DF,25.0,1998.0,15,12,1187,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.53,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.08,0.0,0.0,0.08,0.0,0.0,,12.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,37.6,42.6,88.3,696.7,232.7,13.5,13.9,96.7,20.8,22.1,93.8,2.95,5.61,52.7,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,1.14,,42.6,41.4,0.98,0.68,0.0,0.15,0.0,0.08,0.0,0.0,0.0,0.0,37.6,0.15,0.15,,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.68,0.45,0.38,0.3,0.0,0.15,0.38,40.0,0.23,1.59,1.06,0.53,1.44,2.12,5.76,0.0,,52.6,11.1,30.8,21.1,0.68,0.23,52.6,0.0,0.0,,0.0,,27.9,160.5,94.6,0.53,0.23,0.0,0.3,0.0,33.5,0.0,,0.15,0.0,0.0,0.38,0.15,0.08,0.0,1.44,0.45,0.0,0.0,0.0,2.88,1.14,1.14,50.0,1187,OK,-0.5474246287311049,16.3265306122449,-0.10000712519558574,30.18867924528302,27.98833819241983,98.0,53.0,OK
Cameron Burgess,ipswich town,CB,CB_DUEL,,265,au AUS,DF,28.0,1995.0,18,16,1541,17.1,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.03,0.09,0.12,2.46,0.23,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,DF,0.0,0.58,0.12,20.0,0.58,0.12,0.0,0.0,9.6,0.0,0.0,0.0,0.06,0.06,0.11,-0.06,-0.06,,36.6,45.3,80.9,670.2,320.8,15.1,16.7,90.9,17.3,19.9,86.8,3.74,7.43,50.4,0.12,0.03,0.02,0.09,0.41,2.75,0.23,0.0,2.46,,45.3,41.5,3.51,1.64,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.23,0.41,,0.82,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,,0.99,0.7,0.82,0.18,0.0,0.53,0.64,81.8,0.12,1.17,0.88,0.29,0.82,1.81,7.49,0.18,,57.4,14.5,35.6,19.1,2.81,1.4,57.4,0.0,0.0,,0.0,,25.1,114.9,58.6,0.12,0.23,0.0,0.18,0.0,33.5,0.23,,0.0,0.0,0.0,0.35,0.23,0.06,0.0,0.82,0.7,0.0,0.0,0.0,2.57,2.57,1.29,66.7,1541,OK,-0.3618127880064562,25.510204081632654,0.17825202814418728,43.39622641509434,40.5571752510528,98.0,53.0,OK
Axel Tuanzebe,ipswich town,FB_WB,,FB_STAY_HOME,257,cd COD,DF,26.0,1997.0,22,20,1710,19.0,0.0,0.05,0.05,0.0,0.0,0.0,0.26,0.05,0.01,0.01,0.02,0.03,0.53,3.21,0.79,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,DF,0.0,0.21,0.0,0.0,0.21,0.0,0.0,,15.7,0.0,0.0,0.0,0.01,0.01,0.05,-0.01,-0.01,,35.9,42.8,83.8,547.2,211.6,20.0,21.9,91.3,13.7,16.5,82.8,1.47,2.58,57.1,0.05,0.02,0.02,0.04,0.26,3.32,0.32,0.05,3.21,,42.8,34.3,8.58,1.58,0.0,0.05,0.53,7.0,0.0,0.0,0.0,0.0,35.9,0.0,0.74,,1.0,1.0,0.89,0.05,0.0,0.0,0.05,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,,1.63,1.0,1.11,0.21,0.32,0.89,1.37,65.4,0.47,1.11,0.53,0.58,1.21,2.84,2.95,0.05,,51.1,5.11,21.4,22.4,7.63,0.42,51.1,0.53,0.21,40.0,0.32,60.0,21.2,89.4,43.5,0.53,0.37,0.05,0.58,0.05,27.2,0.79,,0.26,0.05,0.05,0.89,0.63,0.0,0.53,1.21,1.0,0.0,0.0,0.05,2.58,1.16,0.95,55.0,1710,OK,-0.5790005010260754,10.227272727272728,-0.4076654178458942,16.666666666666664,15.266798418972332,88.0,36.0,OK
George Edmundson,ipswich town,CB,CB_DUEL,,262,eng ENG,DF,26.0,1997.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,2.0,50.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,LOW_MIN,-2.0286636069128745,1.530612244897959,-1.8719018472289277,2.8301886792452833,2.6239067055393592,98.0,53.0,OK
Jacob Greaves,ipswich town,CB,CB_DUEL,,260,eng ENG,DF,23.0,2000.0,25,25,2205,24.5,0.04,0.0,0.04,0.04,0.0,0.0,0.2,0.0,0.05,0.05,0.01,0.07,0.45,2.82,0.45,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,DF,0.04,0.41,0.16,40.0,0.41,0.16,0.1,0.25,9.7,0.0,0.0,0.0,0.05,0.05,0.13,-0.01,-0.01,,39.3,45.8,85.8,650.5,250.2,18.1,19.6,92.3,18.9,21.2,89.2,1.59,3.59,44.3,0.0,0.01,0.01,-0.01,0.2,3.06,0.08,0.0,2.82,,45.8,42.5,3.18,1.22,0.0,0.0,0.04,0.94,0.0,0.0,0.0,0.0,39.3,0.08,0.16,,0.82,0.82,0.65,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,1.63,0.86,0.82,0.69,0.12,0.9,1.43,62.9,0.53,1.67,1.06,0.61,0.86,2.49,6.04,0.12,,57.3,11.3,30.4,23.2,3.88,0.9,57.3,0.24,0.16,66.7,0.04,16.7,25.3,117.6,51.8,0.45,0.45,0.0,0.41,0.08,34.7,0.45,,0.2,0.0,0.0,0.65,0.86,0.04,0.04,0.86,0.86,0.0,0.0,0.0,2.49,3.39,1.63,67.5,2205,OK,-0.3637759187460419,24.489795918367346,0.1479265954919958,41.509433962264154,38.80790411402657,98.0,53.0,OK
Leif Davis,ipswich town,FB_WB,,FB_WIDE,263,eng ENG,DF,24.0,2000.0,33,32,2743,30.5,0.03,0.07,0.1,0.03,0.0,0.0,0.16,0.03,0.03,0.03,0.16,0.19,1.7,1.93,4.49,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,DF,0.03,0.52,0.07,12.5,0.52,0.07,0.06,0.5,19.8,0.07,0.0,0.0,0.03,0.03,0.06,0.0,0.0,,30.1,42.1,71.6,519.9,208.3,14.1,16.4,86.2,13.0,16.7,77.8,2.59,6.98,37.1,0.07,0.16,0.15,-0.1,2.0,1.08,0.92,0.39,1.93,,42.1,31.8,10.1,2.0,0.1,0.16,5.28,5.44,2.62,1.84,0.43,0.0,30.1,0.23,0.75,,3.05,3.05,1.51,1.28,0.1,0.1,0.03,0.03,0.13,0.13,0.1,0.0,0.03,0.0,0.0,0.0,,1.51,0.89,1.08,0.3,0.13,0.98,1.57,62.5,0.59,0.82,0.26,0.56,0.82,2.33,2.52,0.1,,51.2,3.84,17.5,17.0,17.3,1.38,51.2,1.25,0.43,34.2,0.59,47.4,23.2,121.2,68.0,1.7,1.02,0.36,1.21,0.52,27.4,4.49,,0.16,0.03,0.0,0.89,1.02,0.16,5.28,0.82,0.89,0.0,0.07,0.0,3.7,1.11,0.75,59.6,2743,OK,-0.25253802457984775,32.95454545454545,-0.5448136830779258,9.523809523809524,17.082111436950147,88.0,21.0,OK
Dara O'Shea,ipswich town,CB,CB_DUEL,,259,ie IRL,DF,25.0,1999.0,35,35,3122,34.7,0.0,0.06,0.06,0.0,0.0,0.0,0.17,0.0,0.04,0.04,0.01,0.05,0.09,2.31,0.23,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05,DF,0.0,0.63,0.06,9.1,0.63,0.06,0.0,0.0,13.6,0.0,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04,,35.6,45.5,78.2,706.1,304.0,11.4,13.1,87.2,20.0,23.4,85.6,3.83,7.78,49.3,0.06,0.01,0.02,0.04,0.09,2.56,0.12,0.03,2.31,,45.5,42.4,2.88,0.86,0.0,0.4,0.23,1.82,0.0,0.0,0.0,0.0,35.6,0.17,0.35,,0.69,0.69,0.55,0.0,0.0,0.06,0.06,0.03,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,,1.41,0.89,0.95,0.37,0.09,0.63,0.98,64.7,0.35,1.79,1.44,0.35,0.95,2.36,6.48,0.12,,58.3,11.3,33.7,21.0,3.72,1.47,58.3,0.06,0.03,50.0,0.03,50.0,25.9,115.9,59.6,0.09,0.06,0.0,0.35,0.12,33.5,0.23,,0.17,0.0,0.0,0.61,0.75,0.09,0.23,0.95,0.89,0.0,0.0,0.0,3.17,3.29,2.45,57.3,3122,OK,-0.3941740122648711,21.428571428571427,0.10906129305370772,37.735849056603776,35.147392290249435,98.0,53.0,OK
Ben Godfrey,ipswich town,FB_WB,,FB_STAY_HOME,261,eng ENG,DF,26.0,1998.0,3,2,159,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.11,2.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,26.1,31.7,82.5,365.0,141.7,16.7,18.3,90.9,8.89,10.0,88.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.78,0.56,0.0,2.22,,31.7,27.2,4.44,0.56,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,26.1,0.0,1.67,,0.56,0.57,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.56,0.0,0.56,0.0,0.0,0.56,0.56,100.0,0.0,0.56,0.56,0.0,1.11,1.67,1.67,0.0,,37.8,3.33,14.4,18.3,5.0,0.56,37.8,0.0,0.0,,0.0,,18.3,112.2,43.9,1.11,1.11,0.0,1.11,0.56,23.3,0.56,,0.56,0.0,0.0,0.56,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,1.11,1.67,0.0,100.0,159,LOW_MIN,-0.9981131447635502,1.7045454545454544,-1.4933689127831224,2.7777777777777777,2.544466403162055,88.0,36.0,OK
Conor Townsend,ipswich town,FB_WB,,FB_STAY_HOME,258,eng ENG,DF,31.0,1993.0,6,3,335,3.7,0.0,0.27,0.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.19,0.19,0.54,2.16,3.51,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,DF,0.0,0.27,0.0,0.0,0.27,0.0,0.0,,16.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,21.6,34.3,63.0,383.2,204.3,8.65,10.5,82.1,11.1,14.9,74.5,1.89,6.49,29.2,0.27,0.19,0.05,0.08,1.08,1.89,0.54,0.54,2.16,,34.3,26.5,7.57,1.08,0.27,0.0,3.24,5.41,1.08,0.81,0.27,0.0,21.6,0.27,0.81,,1.35,1.34,1.08,0.27,0.0,0.0,0.0,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,,2.97,2.16,2.43,0.54,0.0,2.16,2.97,72.7,0.81,2.16,1.62,0.54,1.08,4.05,4.32,0.0,,46.5,7.57,23.5,13.5,10.3,1.35,46.5,0.0,0.0,,0.0,,14.3,75.1,36.8,0.54,0.54,0.0,0.54,0.54,20.3,3.51,,0.27,0.0,0.0,0.54,1.08,0.0,3.24,1.08,2.16,0.0,0.0,0.0,2.16,1.62,1.08,60.0,335,LOW_MIN,-0.7330507642832294,1.7045454545454544,-0.6513997477955767,5.555555555555555,4.7183794466403155,88.0,36.0,OK
Harry Clarke,ipswich town,FB_WB,,FB_INVERTED,264,eng ENG,DF,23.0,2001.0,7,4,379,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.24,0.02,0.02,0.0,0.02,1.19,3.33,0.48,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,DF,0.0,0.24,0.24,100.0,0.24,0.24,0.0,0.0,4.5,0.0,0.0,0.0,0.02,0.02,0.08,-0.02,-0.02,,45.2,56.2,80.5,819.5,291.9,20.7,22.6,91.6,18.3,21.0,87.5,5.48,9.52,57.5,0.0,0.0,0.02,0.0,0.24,5.0,0.24,0.0,3.33,,56.2,50.2,5.95,0.48,0.24,0.0,1.19,5.48,0.0,0.0,0.0,0.0,45.2,0.0,0.95,,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.19,0.71,0.71,0.48,0.0,0.71,1.43,50.0,0.71,1.19,0.95,0.24,0.95,2.14,3.33,0.71,,63.8,4.29,23.8,29.0,11.2,0.48,63.8,0.48,0.24,50.0,0.24,50.0,28.1,132.1,52.9,1.19,1.67,0.0,0.95,0.48,38.8,0.48,,0.71,0.24,0.24,1.19,0.24,0.0,1.19,0.95,0.71,0.0,0.24,0.0,4.05,2.38,0.95,71.4,379,LOW_MIN,-0.14009445172203946,50.0,-0.47946464850992737,9.67741935483871,19.51219512195122,88.0,31.0,OK
Luke Thomas,leicester city,FB_WB,,FB_STAY_HOME,289,eng ENG,DF,23.0,2001.0,14,13,1110,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.03,0.04,0.07,0.41,3.01,1.3,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,DF,0.0,0.41,0.0,0.0,0.41,0.0,0.0,,16.8,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,40.1,51.1,78.4,655.7,219.7,19.9,21.7,91.8,16.7,20.4,81.7,2.85,6.67,42.7,0.0,0.04,0.04,-0.04,0.73,2.6,0.41,0.16,3.01,,51.1,42.1,8.78,1.63,0.0,0.0,2.36,6.5,0.65,0.33,0.24,0.0,40.1,0.24,1.14,,1.3,1.3,0.98,0.24,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,,2.52,2.03,1.87,0.41,0.24,1.71,3.33,51.2,1.63,1.22,0.49,0.73,1.71,4.23,3.98,0.08,,63.0,4.07,23.9,29.8,9.76,0.65,63.0,0.49,0.24,50.0,0.24,50.0,30.2,118.5,47.6,0.41,0.65,0.16,0.98,0.33,35.0,1.3,,0.24,0.0,0.0,1.3,0.81,0.0,2.36,1.71,2.03,0.0,0.08,0.0,3.41,1.06,0.89,54.2,1110,OK,-0.24217686512984823,36.36363636363637,0.5347668247427342,80.55555555555556,70.94861660079052,88.0,36.0,OK
Caleb Okoli,leicester city,CB,CB_DUEL,,291,it ITA,DF,23.0,2001.0,19,12,1125,12.5,0.08,0.0,0.08,0.08,0.0,0.0,0.32,0.0,0.05,0.05,0.0,0.05,0.24,2.56,0.16,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,DF,0.08,0.32,0.16,50.0,0.32,0.16,0.25,0.5,13.5,0.0,0.0,0.0,0.05,0.05,0.15,0.03,0.03,,44.7,51.8,86.3,779.9,307.9,19.4,21.3,91.4,21.8,24.1,90.7,2.88,5.2,55.4,0.0,0.0,0.02,0.0,0.0,1.68,0.08,0.0,2.56,,51.8,47.8,4.08,1.68,0.08,0.24,0.08,0.32,0.0,0.0,0.0,0.0,44.7,0.0,0.64,,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.12,0.64,1.2,0.16,0.88,1.44,61.1,0.56,1.92,1.12,0.8,1.2,3.2,6.32,0.24,,64.5,12.2,36.1,26.0,2.8,0.8,64.5,0.0,0.0,,0.0,,37.4,185.4,88.5,0.24,0.48,0.0,0.8,0.16,38.7,0.16,,0.32,0.0,0.0,1.28,0.72,0.0,0.08,1.2,1.12,0.0,0.0,0.0,3.52,1.84,1.68,52.3,1125,OK,-0.21507061102208305,31.63265306122449,0.2798580610063973,58.490566037735846,54.22740524781341,98.0,53.0,OK
Jannik Vestergaard,leicester city,CB,CB_DUEL,,288,dk DEN,DF,31.0,1992.0,18,16,1391,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.01,0.01,0.01,0.01,0.19,2.06,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,DF,0.0,0.19,0.13,66.7,0.19,0.13,0.0,0.0,9.7,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,,56.1,61.9,90.7,948.2,374.6,25.6,27.0,95.0,26.8,28.6,93.7,3.1,5.23,59.3,0.0,0.01,0.01,-0.01,0.19,2.19,0.06,0.0,2.06,,61.9,57.4,4.39,1.68,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,56.1,0.06,0.26,,0.45,0.45,0.39,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.42,0.65,1.03,0.39,0.0,0.58,0.97,60.0,0.39,1.35,0.9,0.45,1.03,2.45,4.77,0.06,,70.5,12.6,36.9,32.1,1.81,0.65,70.5,0.26,0.26,100.0,0.0,0.0,43.4,189.2,94.1,0.19,0.19,0.0,0.13,0.0,48.8,0.13,,0.32,0.0,0.0,0.77,0.26,0.0,0.0,1.03,0.65,0.0,0.0,0.06,2.97,1.68,1.23,57.8,1391,OK,-0.011765536984194995,47.95918367346938,0.5075229322045316,77.35849056603774,72.69193391642372,98.0,53.0,OK
Conor Coady,leicester city,CB,CB_HYBRID,,295,eng ENG,DF,31.0,1993.0,22,19,1714,19.0,0.05,0.0,0.05,0.05,0.0,0.0,0.16,0.0,0.02,0.02,0.01,0.03,0.16,1.68,0.0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03,DF,0.05,0.11,0.11,100.0,0.11,0.11,0.5,0.5,6.9,0.0,0.0,0.0,0.02,0.02,0.21,0.03,0.03,,51.4,56.4,91.1,901.1,335.3,21.3,22.0,96.9,26.7,27.5,96.9,3.21,5.89,54.5,0.0,0.01,0.03,-0.01,0.05,1.79,0.11,0.0,1.68,,56.4,53.2,3.05,1.53,0.11,0.16,0.0,0.05,0.0,0.0,0.0,0.0,51.4,0.21,0.21,,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.68,0.47,0.32,0.32,0.05,0.16,0.32,50.0,0.16,1.68,1.26,0.42,0.68,1.37,3.74,0.11,,63.7,12.3,36.3,26.5,1.05,0.42,63.7,0.11,0.05,50.0,0.05,50.0,41.5,180.5,95.8,0.16,0.16,0.05,0.21,0.16,46.2,0.0,,0.16,0.0,0.0,0.42,0.11,0.05,0.0,0.68,0.47,0.0,0.11,0.0,3.26,0.68,1.16,37.1,1714,OK,-0.17176838491341953,38.775510204081634,-0.7739953598490242,5.555555555555555,12.777284826974267,98.0,36.0,OK
Olabade Aluko,leicester city,CB,CB_DUEL,,297,,DF,,,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3.0,5.0,60.0,39.0,0.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,0.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,LOW_MIN,-1.9946609330603284,3.061224489795918,-1.8180537737958136,7.547169811320755,6.8351149983803055,98.0,53.0,OK
Victor Bernth Kristiansen,leicester city,FB_WB,,FB_STAY_HOME,296,dk DEN,DF,21.0,2002.0,30,29,2482,27.6,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.05,0.06,1.45,2.54,2.83,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,DF,0.0,0.11,0.0,0.0,0.11,0.0,0.0,,17.7,0.0,0.0,0.0,0.01,0.01,0.11,-0.01,-0.01,,37.1,47.9,77.4,594.9,212.3,18.8,21.1,89.3,15.1,19.0,79.8,2.36,5.69,41.4,0.04,0.05,0.06,-0.01,0.65,2.75,0.83,0.65,2.54,,47.9,38.7,8.91,1.45,0.04,0.07,3.51,6.85,0.62,0.51,0.07,0.0,37.1,0.29,0.87,,1.52,1.52,1.2,0.22,0.04,0.0,0.07,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,,3.15,1.85,2.03,0.94,0.18,1.78,3.3,53.8,1.52,1.38,0.54,0.83,1.52,4.67,2.72,0.11,,58.5,4.17,20.9,26.2,11.9,0.62,58.5,0.65,0.29,44.4,0.33,50.0,29.6,143.0,67.6,1.45,0.94,0.18,0.54,0.47,32.1,2.83,,0.04,0.0,0.0,0.69,0.65,0.11,3.51,1.52,1.85,0.0,0.04,0.04,3.59,0.8,1.52,34.4,2482,OK,-0.2444195963405303,34.090909090909086,0.5650759808478433,83.33333333333334,72.62845849802373,88.0,36.0,OK
