stage,cluster,mapped,avg_abs_z,Touches_Def3rd,Interceptions,Tackles_Interceptions,Pass_Att,Pass_Switch,Touches_Att3rd,Touches_AttPen,KP,xA,Touches_Mid3rd,PPA,SCA90,GCA90,Sh/90,xG,PrgP,Pass_Long_Att
stage1_DM_vs_NONDM,0,NON_DM,0.9409045054090716,-0.8795496153032979,-0.8835290792585458,-0.873333331492731,0.6281582335634626,0.5630631000493909,1.239460311564047,0.9083646270640451,1.2407905626437987,1.2518916877423258,,,,,,,,
stage1_DM_vs_NONDM,1,DM,0.4076887796552318,0.3811040411091789,0.3828283210911214,0.37841055930932316,-0.2721775293875701,-0.24397216381510017,-0.5370513786975089,-0.3935894282158995,-0.5376277692198436,-0.5424378260515406,,,,,,,,
stage2_CM_vs_AM,0,AM,0.4643964303811542,,-0.3222333448162048,-0.41720469042933206,,0.19886935056346344,0.47810033699423715,0.5390870058454461,0.7730691628337338,0.6505221887074198,-0.4361690606560107,0.312955945479376,0.7650710172398585,0.3838027149004555,0.577902370220765,0.6636100797378516,0.06250074935565966,0.38484843793749834
stage2_CM_vs_AM,1,CM,0.46487485254927535,,0.3225653102780008,0.4176344955688375,,-0.19907422618189036,-0.4785928769554431,-0.5396423743997016,-0.7738655802926016,-0.6511923580187493,0.436618402929151,-0.3132783533450861,-0.7658591949925033,-0.38419810925532316,-0.578497726444104,-0.6642937322217319,-0.06256513775759424,-0.3852449095984129
